periode,taux_pauvrete,description,zone,id_serie,annee
2014,17.4,Taux de pauvreté : 40 à 49 ans - Moselle,D57,1742993,2014
2015,18.0,Taux de pauvreté : 40 à 49 ans - Moselle,D57,1742993,2015
2012,9.7,Taux de pauvreté : 50 à 59 ans - Bas-Rhin,D67,1742241,2012
2013,10.2,Taux de pauvreté : 50 à 59 ans - Bas-Rhin,D67,1742241,2013
2014,10.8,Taux de pauvreté : 50 à 59 ans - Bas-Rhin,D67,1742241,2014
2015,11.7,Taux de pauvreté : 50 à 59 ans - Bas-Rhin,D67,1742241,2015
2012,18.4,Taux de pauvreté : 40 à 49 ans - Allier,D03,1742938,2012
2013,19.2,Taux de pauvreté : 40 à 49 ans - Allier,D03,1742938,2013
2014,19.8,Taux de pauvreté : 40 à 49 ans - Allier,D03,1742938,2014
2015,20.0,Taux de pauvreté : 40 à 49 ans - Allier,D03,1742938,2015
2012,15.1,Taux de pauvreté : 40 à 49 ans - Corrèze,D19,1742954,2012
2013,15.7,Taux de pauvreté : 40 à 49 ans - Corrèze,D19,1742954,2013
2014,15.3,Taux de pauvreté : 40 à 49 ans - Corrèze,D19,1742954,2014
2015,15.2,Taux de pauvreté : 40 à 49 ans - Corrèze,D19,1742954,2015
2012,19.0,Taux de pauvreté : 40 à 49 ans - Corse-du-Sud,D2A,1742955,2012
2013,19.3,Taux de pauvreté : 40 à 49 ans - Corse-du-Sud,D2A,1742955,2013
2014,19.4,Taux de pauvreté : 40 à 49 ans - Corse-du-Sud,D2A,1742955,2014
2015,19.4,Taux de pauvreté : 40 à 49 ans - Corse-du-Sud,D2A,1742955,2015
2012,24.6,Taux de pauvreté : 40 à 49 ans - Haute-Corse,D2B,1742956,2012
2013,25.0,Taux de pauvreté : 40 à 49 ans - Haute-Corse,D2B,1742956,2013
2014,25.1,Taux de pauvreté : 40 à 49 ans - Haute-Corse,D2B,1742956,2014
2015,24.8,Taux de pauvreté : 40 à 49 ans - Haute-Corse,D2B,1742956,2015
2012,12.5,Taux de pauvreté : 40 à 49 ans - Côte-d'Or,D21,1742957,2012
2013,13.1,Taux de pauvreté : 40 à 49 ans - Côte-d'Or,D21,1742957,2013
2014,13.6,Taux de pauvreté : 40 à 49 ans - Côte-d'Or,D21,1742957,2014
2015,14.1,Taux de pauvreté : 40 à 49 ans - Côte-d'Or,D21,1742957,2015
2012,13.4,Taux de pauvreté : 40 à 49 ans - Côtes-d'Armor,D22,1742958,2012
2013,14.1,Taux de pauvreté : 40 à 49 ans - Côtes-d'Armor,D22,1742958,2013
2014,14.2,Taux de pauvreté : 40 à 49 ans - Côtes-d'Armor,D22,1742958,2014
2015,14.9,Taux de pauvreté : 40 à 49 ans - Côtes-d'Armor,D22,1742958,2015
2012,22.0,Taux de pauvreté : 40 à 49 ans - Creuse,D23,1742959,2012
2013,23.0,Taux de pauvreté : 40 à 49 ans - Creuse,D23,1742959,2013
2014,22.8,Taux de pauvreté : 40 à 49 ans - Creuse,D23,1742959,2014
2015,22.5,Taux de pauvreté : 40 à 49 ans - Creuse,D23,1742959,2015
2012,18.9,Taux de pauvreté : 40 à 49 ans - Dordogne,D24,1742960,2012
2013,19.8,Taux de pauvreté : 40 à 49 ans - Dordogne,D24,1742960,2013
2014,20.1,Taux de pauvreté : 40 à 49 ans - Dordogne,D24,1742960,2014
2015,20.7,Taux de pauvreté : 40 à 49 ans - Dordogne,D24,1742960,2015
2012,13.4,Taux de pauvreté : 40 à 49 ans - Doubs,D25,1742961,2012
2013,14.1,Taux de pauvreté : 40 à 49 ans - Doubs,D25,1742961,2013
2014,14.4,Taux de pauvreté : 40 à 49 ans - Doubs,D25,1742961,2014
2015,14.2,Taux de pauvreté : 40 à 49 ans - Doubs,D25,1742961,2015
2012,17.1,Taux de pauvreté : 40 à 49 ans - Drôme,D26,1742962,2012
2013,17.9,Taux de pauvreté : 40 à 49 ans - Drôme,D26,1742962,2013
2014,18.7,Taux de pauvreté : 40 à 49 ans - Drôme,D26,1742962,2014
2015,18.7,Taux de pauvreté : 40 à 49 ans - Drôme,D26,1742962,2015
2012,14.2,Taux de pauvreté : 40 à 49 ans - Eure,D27,1742963,2012
2013,14.6,Taux de pauvreté : 40 à 49 ans - Eure,D27,1742963,2013
2014,15.0,Taux de pauvreté : 40 à 49 ans - Eure,D27,1742963,2014
2015,15.5,Taux de pauvreté : 40 à 49 ans - Eure,D27,1742963,2015
2012,11.9,Taux de pauvreté : 40 à 49 ans - Finistère,D29,1742965,2012
2013,12.1,Taux de pauvreté : 40 à 49 ans - Finistère,D29,1742965,2013
2014,12.1,Taux de pauvreté : 40 à 49 ans - Finistère,D29,1742965,2014
2015,12.9,Taux de pauvreté : 40 à 49 ans - Finistère,D29,1742965,2015
2012,19.9,Taux de pauvreté : 40 à 49 ans - Nièvre,D58,1742994,2012
2013,20.7,Taux de pauvreté : 40 à 49 ans - Nièvre,D58,1742994,2013
2014,21.6,Taux de pauvreté : 40 à 49 ans - Nièvre,D58,1742994,2014
2015,21.0,Taux de pauvreté : 40 à 49 ans - Nièvre,D58,1742994,2015
2012,21.8,Taux de pauvreté : 40 à 49 ans - Nord,D59,1742995,2012
2013,22.3,Taux de pauvreté : 40 à 49 ans - Nord,D59,1742995,2013
2014,22.4,Taux de pauvreté : 40 à 49 ans - Nord,D59,1742995,2014
2015,22.7,Taux de pauvreté : 40 à 49 ans - Nord,D59,1742995,2015
2012,14.2,Taux de pauvreté : 40 à 49 ans - Oise,D60,1742996,2012
2013,14.9,Taux de pauvreté : 40 à 49 ans - Oise,D60,1742996,2013
2014,14.7,Taux de pauvreté : 40 à 49 ans - Oise,D60,1742996,2014
2015,15.3,Taux de pauvreté : 40 à 49 ans - Oise,D60,1742996,2015
2012,19.3,Taux de pauvreté : 40 à 49 ans - Orne,D61,1742997,2012
2013,19.4,Taux de pauvreté : 40 à 49 ans - Orne,D61,1742997,2013
2014,20.3,Taux de pauvreté : 40 à 49 ans - Orne,D61,1742997,2014
2015,21.1,Taux de pauvreté : 40 à 49 ans - Orne,D61,1742997,2015
2012,23.9,Taux de pauvreté : 40 à 49 ans - Pas-de-Calais,D62,1742998,2012
2013,24.4,Taux de pauvreté : 40 à 49 ans - Pas-de-Calais,D62,1742998,2013
2014,24.1,Taux de pauvreté : 40 à 49 ans - Pas-de-Calais,D62,1742998,2014
2015,24.2,Taux de pauvreté : 40 à 49 ans - Pas-de-Calais,D62,1742998,2015
2012,14.3,Taux de pauvreté : 40 à 49 ans - Puy-de-Dôme,D63,1742999,2012
2013,14.6,Taux de pauvreté : 40 à 49 ans - Puy-de-Dôme,D63,1742999,2013
2014,14.5,Taux de pauvreté : 40 à 49 ans - Puy-de-Dôme,D63,1742999,2014
2015,14.8,Taux de pauvreté : 40 à 49 ans - Puy-de-Dôme,D63,1742999,2015
2012,13.5,Taux de pauvreté : 40 à 49 ans - Pyrénées-Atlantiques,D64,1743000,2012
2013,14.5,Taux de pauvreté : 40 à 49 ans - Pyrénées-Atlantiques,D64,1743000,2013
2014,15.0,Taux de pauvreté : 40 à 49 ans - Pyrénées-Atlantiques,D64,1743000,2014
2015,14.8,Taux de pauvreté : 40 à 49 ans - Pyrénées-Atlantiques,D64,1743000,2015
2012,16.5,Taux de pauvreté : 40 à 49 ans - Hautes-Pyrénées,D65,1743001,2012
2013,17.2,Taux de pauvreté : 40 à 49 ans - Hautes-Pyrénées,D65,1743001,2013
2014,18.0,Taux de pauvreté : 40 à 49 ans - Hautes-Pyrénées,D65,1743001,2014
2015,18.1,Taux de pauvreté : 40 à 49 ans - Hautes-Pyrénées,D65,1743001,2015
2012,24.5,Taux de pauvreté : 40 à 49 ans - Pyrénées-Orientales,D66,1743002,2012
2013,26.1,Taux de pauvreté : 40 à 49 ans - Pyrénées-Orientales,D66,1743002,2013
2014,26.6,Taux de pauvreté : 40 à 49 ans - Pyrénées-Orientales,D66,1743002,2014
2015,26.2,Taux de pauvreté : 40 à 49 ans - Pyrénées-Orientales,D66,1743002,2015
2012,13.0,Taux de pauvreté : 40 à 49 ans - Bas-Rhin,D67,1743003,2012
2013,14.0,Taux de pauvreté : 40 à 49 ans - Bas-Rhin,D67,1743003,2013
2014,14.6,Taux de pauvreté : 40 à 49 ans - Bas-Rhin,D67,1743003,2014
2015,15.5,Taux de pauvreté : 40 à 49 ans - Bas-Rhin,D67,1743003,2015
2012,13.6,Taux de pauvreté : 40 à 49 ans - Haut-Rhin,D68,1743004,2012
2013,14.7,Taux de pauvreté : 40 à 49 ans - Haut-Rhin,D68,1743004,2013
2014,15.2,Taux de pauvreté : 40 à 49 ans - Haut-Rhin,D68,1743004,2014
2015,15.8,Taux de pauvreté : 40 à 49 ans - Haut-Rhin,D68,1743004,2015
2012,15.0,Taux de pauvreté : 40 à 49 ans - Rhône,D69,1743005,2012
2013,15.6,Taux de pauvreté : 40 à 49 ans - Rhône,D69,1743005,2013
2014,16.1,Taux de pauvreté : 40 à 49 ans - Rhône,D69,1743005,2014
2015,16.6,Taux de pauvreté : 40 à 49 ans - Rhône,D69,1743005,2015
2012,15.8,Taux de pauvreté : 40 à 49 ans - Haute-Saône,D70,1743006,2012
2013,17.0,Taux de pauvreté : 40 à 49 ans - Haute-Saône,D70,1743006,2013
2014,17.1,Taux de pauvreté : 40 à 49 ans - Haute-Saône,D70,1743006,2014
2015,17.3,Taux de pauvreté : 40 à 49 ans - Haute-Saône,D70,1743006,2015
2012,15.2,Taux de pauvreté : 40 à 49 ans - Saône-et-Loire,D71,1743007,2012
2013,15.7,Taux de pauvreté : 40 à 49 ans - Saône-et-Loire,D71,1743007,2013
2014,16.2,Taux de pauvreté : 40 à 49 ans - Saône-et-Loire,D71,1743007,2014
2015,16.6,Taux de pauvreté : 40 à 49 ans - Saône-et-Loire,D71,1743007,2015
2012,14.2,Taux de pauvreté : 40 à 49 ans - Vienne,D86,1743022,2012
2013,14.9,Taux de pauvreté : 40 à 49 ans - Vienne,D86,1743022,2013
2014,15.3,Taux de pauvreté : 40 à 49 ans - Vienne,D86,1743022,2014
2015,15.6,Taux de pauvreté : 40 à 49 ans - Vienne,D86,1743022,2015
2012,18.0,Taux de pauvreté : 40 à 49 ans - Vosges,D88,1743024,2012
2013,18.8,Taux de pauvreté : 40 à 49 ans - Vosges,D88,1743024,2013
2014,19.6,Taux de pauvreté : 40 à 49 ans - Vosges,D88,1743024,2014
2015,20.4,Taux de pauvreté : 40 à 49 ans - Vosges,D88,1743024,2015
2012,17.0,Taux de pauvreté : 40 à 49 ans - Yonne,D89,1743025,2012
2013,17.2,Taux de pauvreté : 40 à 49 ans - Yonne,D89,1743025,2013
2014,17.6,Taux de pauvreté : 40 à 49 ans - Yonne,D89,1743025,2014
2015,18.6,Taux de pauvreté : 40 à 49 ans - Yonne,D89,1743025,2015
2012,17.1,Taux de pauvreté : 40 à 49 ans - Territoire de Belfort,D90,1743026,2012
2013,17.6,Taux de pauvreté : 40 à 49 ans - Territoire de Belfort,D90,1743026,2013
2014,17.7,Taux de pauvreté : 40 à 49 ans - Territoire de Belfort,D90,1743026,2014
2015,17.6,Taux de pauvreté : 40 à 49 ans - Territoire de Belfort,D90,1743026,2015
2012,13.7,Taux de pauvreté : 40 à 49 ans - Essonne,D91,1743027,2012
2013,14.3,Taux de pauvreté : 40 à 49 ans - Essonne,D91,1743027,2013
2014,14.6,Taux de pauvreté : 40 à 49 ans - Essonne,D91,1743027,2014
2015,15.2,Taux de pauvreté : 40 à 49 ans - Essonne,D91,1743027,2015
2012,12.4,Taux de pauvreté : 40 à 49 ans - Hauts-de-Seine,D92,1743028,2012
2013,13.0,Taux de pauvreté : 40 à 49 ans - Hauts-de-Seine,D92,1743028,2013
2014,13.2,Taux de pauvreté : 40 à 49 ans - Hauts-de-Seine,D92,1743028,2014
2015,13.6,Taux de pauvreté : 40 à 49 ans - Hauts-de-Seine,D92,1743028,2015
2012,31.3,Taux de pauvreté : 40 à 49 ans - Seine-Saint-Denis,D93,1743029,2012
2013,32.7,Taux de pauvreté : 40 à 49 ans - Seine-Saint-Denis,D93,1743029,2013
2014,33.7,Taux de pauvreté : 40 à 49 ans - Seine-Saint-Denis,D93,1743029,2014
2015,34.2,Taux de pauvreté : 40 à 49 ans - Seine-Saint-Denis,D93,1743029,2015
2012,17.4,Taux de pauvreté : 40 à 49 ans - Val-de-Marne,D94,1743030,2012
2013,18.4,Taux de pauvreté : 40 à 49 ans - Val-de-Marne,D94,1743030,2013
2014,18.9,Taux de pauvreté : 40 à 49 ans - Val-de-Marne,D94,1743030,2014
2015,19.6,Taux de pauvreté : 40 à 49 ans - Val-de-Marne,D94,1743030,2015
2012,18.6,Taux de pauvreté : 40 à 49 ans - Val-d'Oise,D95,1743031,2012
2013,19.4,Taux de pauvreté : 40 à 49 ans - Val-d'Oise,D95,1743031,2013
2014,19.7,Taux de pauvreté : 40 à 49 ans - Val-d'Oise,D95,1743031,2014
2015,20.3,Taux de pauvreté : 40 à 49 ans - Val-d'Oise,D95,1743031,2015
2014,51.5,Taux de pauvreté : Moins de 30 ans - Martinique,D972,10001943,2014
2015,51.6,Taux de pauvreté : Moins de 30 ans - Martinique,D972,10001943,2015
2014,35.6,Taux de pauvreté : 30 à 39 ans - Martinique,D972,10001944,2014
2015,36.0,Taux de pauvreté : 30 à 39 ans - Martinique,D972,10001944,2015
2014,35.9,Taux de pauvreté : 40 à 49 ans - Martinique,D972,10001945,2014
2015,34.3,Taux de pauvreté : 40 à 49 ans - Martinique,D972,10001945,2015
2014,31.0,Taux de pauvreté : 50 à 59 ans - Martinique,D972,10001946,2014
2015,29.9,Taux de pauvreté : 50 à 59 ans - Martinique,D972,10001946,2015
2014,24.9,Taux de pauvreté : 60 à 74 ans - Martinique,D972,10001947,2014
2015,23.8,Taux de pauvreté : 60 à 74 ans - Martinique,D972,10001947,2015
2014,32.8,Taux de pauvreté : 75 ans ou plus - Martinique,D972,10001948,2014
2015,31.2,Taux de pauvreté : 75 ans ou plus - Martinique,D972,10001948,2015
2014,32.1,Taux de pauvreté : Ensemble - Martinique,D972,10001949,2014
2015,30.9,Taux de pauvreté : Ensemble - Martinique,D972,10001949,2015
2014,55.9,Taux de pauvreté : Moins de 30 ans - La Réunion,D974,10001950,2014
2015,54.6,Taux de pauvreté : Moins de 30 ans - La Réunion,D974,10001950,2015
2014,43.6,Taux de pauvreté : 30 à 39 ans - La Réunion,D974,10001951,2014
2015,42.7,Taux de pauvreté : 30 à 39 ans - La Réunion,D974,10001951,2015
2014,44.1,Taux de pauvreté : 40 à 49 ans - La Réunion,D974,10001952,2014
2015,42.5,Taux de pauvreté : 40 à 49 ans - La Réunion,D974,10001952,2015
2014,37.7,Taux de pauvreté : 50 à 59 ans - La Réunion,D974,10001953,2014
2015,36.7,Taux de pauvreté : 50 à 59 ans - La Réunion,D974,10001953,2015
2014,34.7,Taux de pauvreté : 60 à 74 ans - La Réunion,D974,10001954,2014
2015,33.1,Taux de pauvreté : 60 à 74 ans - La Réunion,D974,10001954,2015
2014,42.1,Taux de pauvreté : 75 ans ou plus - La Réunion,D974,10001955,2014
2015,40.4,Taux de pauvreté : 75 ans ou plus - La Réunion,D974,10001955,2015
2014,41.8,Taux de pauvreté : Ensemble - La Réunion,D974,10001956,2014
2015,40.4,Taux de pauvreté : Ensemble - La Réunion,D974,10001956,2015
2012,15.2,Taux de pauvreté : 30 à 39 ans - Charente-Maritime,D17,1742790,2012
2013,15.9,Taux de pauvreté : 30 à 39 ans - Charente-Maritime,D17,1742790,2013
2014,16.5,Taux de pauvreté : 30 à 39 ans - Charente-Maritime,D17,1742790,2014
2015,16.4,Taux de pauvreté : 30 à 39 ans - Charente-Maritime,D17,1742790,2015
2012,16.9,Taux de pauvreté : 30 à 39 ans - Cher,D18,1742791,2012
2013,18.3,Taux de pauvreté : 30 à 39 ans - Cher,D18,1742791,2013
2014,18.7,Taux de pauvreté : 30 à 39 ans - Cher,D18,1742791,2014
2015,19.2,Taux de pauvreté : 30 à 39 ans - Cher,D18,1742791,2015
2012,15.0,Taux de pauvreté : 30 à 39 ans - Corrèze,D19,1742792,2012
2013,15.5,Taux de pauvreté : 30 à 39 ans - Corrèze,D19,1742792,2013
2014,16.3,Taux de pauvreté : 30 à 39 ans - Corrèze,D19,1742792,2014
2015,15.7,Taux de pauvreté : 30 à 39 ans - Corrèze,D19,1742792,2015
2012,17.7,Taux de pauvreté : 30 à 39 ans - Corse-du-Sud,D2A,1742793,2012
2013,18.5,Taux de pauvreté : 30 à 39 ans - Corse-du-Sud,D2A,1742793,2013
2014,19.4,Taux de pauvreté : 30 à 39 ans - Corse-du-Sud,D2A,1742793,2014
2015,19.9,Taux de pauvreté : 30 à 39 ans - Corse-du-Sud,D2A,1742793,2015
2012,24.2,Taux de pauvreté : 30 à 39 ans - Haute-Corse,D2B,1742794,2012
2013,24.9,Taux de pauvreté : 30 à 39 ans - Haute-Corse,D2B,1742794,2013
2014,26.0,Taux de pauvreté : 30 à 39 ans - Haute-Corse,D2B,1742794,2014
2015,25.2,Taux de pauvreté : 30 à 39 ans - Haute-Corse,D2B,1742794,2015
2012,12.1,Taux de pauvreté : 30 à 39 ans - Côte-d'Or,D21,1742795,2012
2013,12.8,Taux de pauvreté : 30 à 39 ans - Côte-d'Or,D21,1742795,2013
2014,13.3,Taux de pauvreté : 30 à 39 ans - Côte-d'Or,D21,1742795,2014
2015,13.9,Taux de pauvreté : 30 à 39 ans - Côte-d'Or,D21,1742795,2015
2012,12.5,Taux de pauvreté : 30 à 39 ans - Côtes-d'Armor,D22,1742796,2012
2013,13.2,Taux de pauvreté : 30 à 39 ans - Côtes-d'Armor,D22,1742796,2013
2014,13.7,Taux de pauvreté : 30 à 39 ans - Côtes-d'Armor,D22,1742796,2014
2015,14.1,Taux de pauvreté : 30 à 39 ans - Côtes-d'Armor,D22,1742796,2015
2012,22.4,Taux de pauvreté : 30 à 39 ans - Creuse,D23,1742797,2012
2013,23.1,Taux de pauvreté : 30 à 39 ans - Creuse,D23,1742797,2013
2014,22.0,Taux de pauvreté : 30 à 39 ans - Creuse,D23,1742797,2014
2015,23.0,Taux de pauvreté : 30 à 39 ans - Creuse,D23,1742797,2015
2012,19.0,Taux de pauvreté : 30 à 39 ans - Dordogne,D24,1742798,2012
2013,19.7,Taux de pauvreté : 30 à 39 ans - Dordogne,D24,1742798,2013
2014,20.4,Taux de pauvreté : 30 à 39 ans - Dordogne,D24,1742798,2014
2015,19.9,Taux de pauvreté : 30 à 39 ans - Dordogne,D24,1742798,2015
2012,13.9,Taux de pauvreté : 30 à 39 ans - Doubs,D25,1742799,2012
2013,15.0,Taux de pauvreté : 30 à 39 ans - Doubs,D25,1742799,2013
2014,14.8,Taux de pauvreté : 30 à 39 ans - Doubs,D25,1742799,2014
2015,14.8,Taux de pauvreté : 30 à 39 ans - Doubs,D25,1742799,2015
2012,17.7,Taux de pauvreté : 30 à 39 ans - Drôme,D26,1742800,2012
2013,18.8,Taux de pauvreté : 30 à 39 ans - Drôme,D26,1742800,2013
2014,19.4,Taux de pauvreté : 30 à 39 ans - Drôme,D26,1742800,2014
2015,19.6,Taux de pauvreté : 30 à 39 ans - Drôme,D26,1742800,2015
2012,13.9,Taux de pauvreté : 30 à 39 ans - Eure,D27,1742801,2012
2013,15.0,Taux de pauvreté : 30 à 39 ans - Eure,D27,1742801,2013
2014,15.3,Taux de pauvreté : 30 à 39 ans - Eure,D27,1742801,2014
2015,15.9,Taux de pauvreté : 30 à 39 ans - Eure,D27,1742801,2015
2012,13.0,Taux de pauvreté : 30 à 39 ans - Eure-et-Loir,D28,1742802,2012
2013,14.0,Taux de pauvreté : 30 à 39 ans - Eure-et-Loir,D28,1742802,2013
2014,14.5,Taux de pauvreté : 30 à 39 ans - Eure-et-Loir,D28,1742802,2014
2015,14.7,Taux de pauvreté : 30 à 39 ans - Eure-et-Loir,D28,1742802,2015
2012,10.7,Taux de pauvreté : 30 à 39 ans - Finistère,D29,1742803,2012
2013,11.4,Taux de pauvreté : 30 à 39 ans - Finistère,D29,1742803,2013
2014,11.7,Taux de pauvreté : 30 à 39 ans - Finistère,D29,1742803,2014
2015,12.4,Taux de pauvreté : 30 à 39 ans - Finistère,D29,1742803,2015
2012,22.6,Taux de pauvreté : 30 à 39 ans - Gard,D30,1742804,2012
2013,23.9,Taux de pauvreté : 30 à 39 ans - Gard,D30,1742804,2013
2014,24.0,Taux de pauvreté : 30 à 39 ans - Gard,D30,1742804,2014
2015,24.1,Taux de pauvreté : 30 à 39 ans - Gard,D30,1742804,2015
2012,12.5,Taux de pauvreté : 30 à 39 ans - Haute-Garonne,D31,1742805,2012
2013,13.2,Taux de pauvreté : 30 à 39 ans - Haute-Garonne,D31,1742805,2013
2014,13.6,Taux de pauvreté : 30 à 39 ans - Haute-Garonne,D31,1742805,2014
2015,14.0,Taux de pauvreté : 30 à 39 ans - Haute-Garonne,D31,1742805,2015
2012,15.1,Taux de pauvreté : 30 à 39 ans - Gers,D32,1742806,2012
2013,15.4,Taux de pauvreté : 30 à 39 ans - Gers,D32,1742806,2013
2014,16.3,Taux de pauvreté : 30 à 39 ans - Gers,D32,1742806,2014
2015,16.4,Taux de pauvreté : 30 à 39 ans - Gers,D32,1742806,2015
2012,13.2,Taux de pauvreté : 30 à 39 ans - Gironde,D33,1742807,2012
2013,14.0,Taux de pauvreté : 30 à 39 ans - Gironde,D33,1742807,2013
2014,14.4,Taux de pauvreté : 30 à 39 ans - Gironde,D33,1742807,2014
2015,14.9,Taux de pauvreté : 30 à 39 ans - Gironde,D33,1742807,2015
2012,21.5,Taux de pauvreté : 30 à 39 ans - Hérault,D34,1742808,2012
2013,22.6,Taux de pauvreté : 30 à 39 ans - Hérault,D34,1742808,2013
2014,23.1,Taux de pauvreté : 30 à 39 ans - Hérault,D34,1742808,2014
2015,22.9,Taux de pauvreté : 30 à 39 ans - Hérault,D34,1742808,2015
2012,14.7,Taux de pauvreté : 30 à 39 ans - Loir-et-Cher,D41,1742815,2012
2013,16.2,Taux de pauvreté : 30 à 39 ans - Loir-et-Cher,D41,1742815,2013
2014,16.4,Taux de pauvreté : 30 à 39 ans - Loir-et-Cher,D41,1742815,2014
2015,16.8,Taux de pauvreté : 30 à 39 ans - Loir-et-Cher,D41,1742815,2015
2012,13.3,Taux de pauvreté : 30 à 39 ans - Haute-Loire,D43,1742817,2012
2013,14.0,Taux de pauvreté : 30 à 39 ans - Haute-Loire,D43,1742817,2013
2014,14.4,Taux de pauvreté : 30 à 39 ans - Haute-Loire,D43,1742817,2014
2015,14.1,Taux de pauvreté : 30 à 39 ans - Haute-Loire,D43,1742817,2015
2012,9.8,Taux de pauvreté : 30 à 39 ans - Loire-Atlantique,D44,1742818,2012
2013,10.5,Taux de pauvreté : 30 à 39 ans - Loire-Atlantique,D44,1742818,2013
2014,11.2,Taux de pauvreté : 30 à 39 ans - Loire-Atlantique,D44,1742818,2014
2015,11.4,Taux de pauvreté : 30 à 39 ans - Loire-Atlantique,D44,1742818,2015
2012,14.9,Taux de pauvreté : 30 à 39 ans - Loiret,D45,1742819,2012
2013,16.1,Taux de pauvreté : 30 à 39 ans - Loiret,D45,1742819,2013
2014,16.8,Taux de pauvreté : 30 à 39 ans - Loiret,D45,1742819,2014
2015,17.0,Taux de pauvreté : 30 à 39 ans - Loiret,D45,1742819,2015
2012,17.7,Taux de pauvreté : 30 à 39 ans - Lot,D46,1742820,2012
2013,18.5,Taux de pauvreté : 30 à 39 ans - Lot,D46,1742820,2013
2014,18.6,Taux de pauvreté : 30 à 39 ans - Lot,D46,1742820,2014
2015,18.4,Taux de pauvreté : 30 à 39 ans - Lot,D46,1742820,2015
2012,7.6,Taux de pauvreté : 75 ans ou plus - Hauts-de-Seine,D92,1742821,2012
2013,6.8,Taux de pauvreté : 75 ans ou plus - Hauts-de-Seine,D92,1742821,2013
2014,7.0,Taux de pauvreté : 75 ans ou plus - Hauts-de-Seine,D92,1742821,2014
2015,7.1,Taux de pauvreté : 75 ans ou plus - Hauts-de-Seine,D92,1742821,2015
2012,12.7,Taux de pauvreté : 75 ans ou plus - Seine-Saint-Denis,D93,1742822,2012
2013,12.0,Taux de pauvreté : 75 ans ou plus - Seine-Saint-Denis,D93,1742822,2013
2014,12.1,Taux de pauvreté : 75 ans ou plus - Seine-Saint-Denis,D93,1742822,2014
2015,13.2,Taux de pauvreté : 75 ans ou plus - Seine-Saint-Denis,D93,1742822,2015
2012,7.5,Taux de pauvreté : 75 ans ou plus - Val-de-Marne,D94,1742823,2012
2013,6.9,Taux de pauvreté : 75 ans ou plus - Val-de-Marne,D94,1742823,2013
2014,6.9,Taux de pauvreté : 75 ans ou plus - Val-de-Marne,D94,1742823,2014
2015,7.2,Taux de pauvreté : 75 ans ou plus - Val-de-Marne,D94,1742823,2015
2012,8.5,Taux de pauvreté : 75 ans ou plus - Val-d'Oise,D95,1742824,2012
2013,7.4,Taux de pauvreté : 75 ans ou plus - Val-d'Oise,D95,1742824,2013
2014,7.4,Taux de pauvreté : 75 ans ou plus - Val-d'Oise,D95,1742824,2014
2015,7.9,Taux de pauvreté : 75 ans ou plus - Val-d'Oise,D95,1742824,2015
2012,18.7,Taux de pauvreté : 30 à 39 ans - Lot-et-Garonne,D47,1742856,2012
2013,19.6,Taux de pauvreté : 30 à 39 ans - Lot-et-Garonne,D47,1742856,2013
2014,20.6,Taux de pauvreté : 30 à 39 ans - Lot-et-Garonne,D47,1742856,2014
2015,21.0,Taux de pauvreté : 30 à 39 ans - Lot-et-Garonne,D47,1742856,2015
2012,16.3,Taux de pauvreté : 30 à 39 ans - Lozère,D48,1742857,2012
2013,16.9,Taux de pauvreté : 30 à 39 ans - Lozère,D48,1742857,2013
2014,15.9,Taux de pauvreté : 30 à 39 ans - Lozère,D48,1742857,2014
2015,17.1,Taux de pauvreté : 30 à 39 ans - Lozère,D48,1742857,2015
2012,11.9,Taux de pauvreté : 30 à 39 ans - Maine-et-Loire,D49,1742858,2012
2013,12.9,Taux de pauvreté : 30 à 39 ans - Maine-et-Loire,D49,1742858,2013
2014,13.4,Taux de pauvreté : 30 à 39 ans - Maine-et-Loire,D49,1742858,2014
